college_no,college,major,enrollment,min,max,year,level,face_pro,student_type
1101,北京大学,物理学类,1,696,696,2019,本科一批,重庆,理科
1101,北京大学,电子信息类,1,696,696,2019,本科一批,重庆,理科
1101,北京大学,计算机类,1,698,698,2019,本科一批,重庆,理科
1101,北京大学,理科试验班类,4,695,700,2019,本科一批,重庆,理科
1101,北京大学,工商管理类,5,695,703,2019,本科一批,重庆,理科
1101,北京大学,法学,1,695,695,2019,本科一批,重庆,理科
1102,北京大学医学部,药学（六年制）,4,686,689,2019,本科一批,重庆,理科
1102,北京大学医学部,基础医学（八年制）,4,687,689,2019,本科一批,重庆,理科
1102,北京大学医学部,预防医学（七年制）,2,686,686,2019,本科一批,重庆,理科
1102,北京大学医学部,临床医学（八年制）,5,689,692,2019,本科一批,重庆,理科
1102,北京大学医学部,口腔医学（八年制）,2,693,694,2019,本科一批,重庆,理科
9717,北京大学医学部,护理学,5,666,685,2019,本科一批,重庆,理科
1103,中国人民大学,理科试验班（信息与数学）,6,675,677,2019,本科一批,重庆,理科
1103,中国人民大学,统计学类,4,677,683,2019,本科一批,重庆,理科
1103,中国人民大学,国际政治,1,674,674,2019,本科一批,重庆,理科
1103,中国人民大学,经济学类,3,684,685,2019,本科一批,重庆,理科
1103,中国人民大学,理科试验班（物理、化学与心理学）,2,674,675,2019,本科一批,重庆,理科
1103,中国人民大学,信息资源管理,3,675,676,2019,本科一批,重庆,理科
1103,中国人民大学,工商管理类,4,675,679,2019,本科一批,重庆,理科
1103,中国人民大学,人力资源管理,2,674,675,2019,本科一批,重庆,理科
1103,中国人民大学,社会学类,2,675,675,2019,本科一批,重庆,理科
1103,中国人民大学,新闻传播学类,2,675,682,2019,本科一批,重庆,理科
1103,中国人民大学,法学,3,676,681,2019,本科一批,重庆,理科
1103,中国人民大学,金融学类,4,685,688,2019,本科一批,重庆,理科
1104,清华大学,临床医学类（医学实验班）,1,705,705,2019,本科一批,重庆,理科
1104,清华大学,计算机类,3,698,706,2019,本科一批,重庆,理科
1104,清华大学,工科试验班类（能源）,2,696,700,2019,本科一批,重庆,理科
1104,清华大学,建筑类,2,699,704,2019,本科一批,重庆,理科
1104,清华大学,临床医学类（协和）,1,695,695,2019,本科一批,重庆,理科
1104,清华大学,电子信息类,4,698,699,2019,本科一批,重庆,理科
1104,清华大学,工科试验班类（自动化与工业工程）,3,694,697,2019,本科一批,重庆,理科
1104,清华大学,理科试验班类（化生）,1,698,698,2019,本科一批,重庆,理科
1104,清华大学,理科试验班类（经济、金融与管理）,4,695,703,2019,本科一批,重庆,理科
1104,清华大学,法学（含国际班）,1,694,694,2019,本科一批,重庆,理科
1105,北京交通大学,理科试验班类,5,634,637,2019,本科一批,重庆,理科
1105,北京交通大学,软件工程,4,636,638,2019,本科一批,重庆,理科
1105,北京交通大学,机械类,1,637,637,2019,本科一批,重庆,理科
1105,北京交通大学,外国语言文学类,1,634,634,2019,本科一批,重庆,理科
1105,北京交通大学,电子信息类（通信与控制）,6,638,643,2019,本科一批,重庆,理科
1105,北京交通大学,经济管理试验班,5,634,641,2019,本科一批,重庆,理科
1105,北京交通大学,计算机类,2,641,641,2019,本科一批,重庆,理科
1105,北京交通大学,土木类,3,634,634,2019,本科一批,重庆,理科
1105,北京交通大学,建筑类,1,635,635,2019,本科一批,重庆,理科
1105,北京交通大学,交通运输类,3,637,643,2019,本科一批,重庆,理科
1105,北京交通大学,电气类,3,635,641,2019,本科一批,重庆,理科
9711,北京交通大学,材料类（中外合作办学）,2,590,593,2019,本科一批,重庆,理科
9711,北京交通大学,机械类（中外合作办学）,2,593,594,2019,本科一批,重庆,理科
9711,北京交通大学,交通运输类（中外合作办学）,3,590,596,2019,本科一批,重庆,理科
9713,北京交通大学（民族班）,电子信息类（通信与控制）,2,614,617,2019,本科一批,重庆,理科
9713,北京交通大学（民族班）,计算机类,3,613,622,2019,本科一批,重庆,理科
9713,北京交通大学（民族班）,交通运输类,1,627,627,2019,本科一批,重庆,理科
9713,北京交通大学（民族班）,机械类,1,614,614,2019,本科一批,重庆,理科
1106,北京航空航天大学,理科试验班类（中法工程师学院）,3,669,670,2019,本科一批,重庆,理科
1106,北京航空航天大学,理科试验班类（高等理工学院）,6,671,672,2019,本科一批,重庆,理科
1106,北京航空航天大学,工科试验班类（信息类）,20,672,676,2019,本科一批,重庆,理科
1106,北京航空航天大学,理科试验班类,9,667,671,2019,本科一批,重庆,理科
1106,北京航空航天大学,工科试验班类（航空H航天类）,37,667,675,2019,本科一批,重庆,理科
1107,北京理工大学,工科试验班（信息科学技术）,25,650,662,2019,本科一批,重庆,理科
1107,北京理工大学,理科试验班（徐特立英才班）,15,655,665,2019,本科一批,重庆,理科
1107,北京理工大学,设计学类,1,665,665,2019,本科一批,重庆,理科
1107,北京理工大学,经济管理试验班,2,650,653,2019,本科一批,重庆,理科
1107,北京理工大学,理科试验班（理学与材料菁英班）,17,648,654,2019,本科一批,重庆,理科
1107,北京理工大学,工科试验班（航空航天与武器类）,12,648,654,2019,本科一批,重庆,理科
1107,北京理工大学,工科试验班（车辆类）,13,648,651,2019,本科一批,重庆,理科
1107,北京理工大学,电子信息工程（实验班）,9,649,659,2019,本科一批,重庆,理科
1108,北京科技大学,矿业类,2,618,620,2019,本科一批,重庆,理科
1108,北京科技大学,理科试验班,2,636,639,2019,本科一批,重庆,理科
1108,北京科技大学,工科试验班类（卓越计划）,2,635,636,2019,本科一批,重庆,理科
1108,北京科技大学,机械类,8,616,633,2019,本科一批,重庆,理科
1108,北京科技大学,自动化类,5,624,627,2019,本科一批,重庆,理科
1108,北京科技大学,材料科学与工程,9,619,632,2019,本科一批,重庆,理科
1108,北京科技大学,生物技术,1,620,620,2019,本科一批,重庆,理科
1108,北京科技大学,工商管理类,1,626,626,2019,本科一批,重庆,理科
1108,北京科技大学,管理科学与工程类,1,623,623,2019,本科一批,重庆,理科
1108,北京科技大学,冶金工程,3,616,622,2019,本科一批,重庆,理科
1108,北京科技大学,应用化学,1,621,62.1,2019,本科一批,重庆,理科
1108,北京科技大学,安全工程,1,616,616,2019,本科一批,重庆,理科
1108,北京科技大学,通信工程,2,628,629,2019,本科一批,重庆,理科
1108,北京科技大学,能源动力类,2,616,620,2019,本科一批,重庆,理科
1108,北京科技大学,土木类,2,615,626,2019,本科一批,重庆,理科
1108,北京科技大学,环境科学与工程类,2,617,634,2019,本科一批,重庆,理科
1108,北京科技大学,计算机类,4,630,634,2019,本科一批,重庆,理科
1108,北京科技大学,经济与贸易类,2,622,637,2019,本科一批,重庆,理科
1108,北京科技大学,数学类,2,627,635,2019,本科一批,重庆,理科
1108,北京科技大学,应用物理学,2,618,622,2019,本科一批,重庆,理科
1109,北方工业大学,机械设计制造及其自动化（理工科实验 班）,2,583,585,2019,本科一批,重庆,理科
1109,北方工业大学,电气类,4,574,586,2019,本科一批,重庆,理科
1109,北方工业大学,电子信息类,4,574,581,2019,本科一批,重庆,理科
1109,北方工业大学,计算机类,2,575,576,2019,本科一批,重庆,理科
1109,北方工业大学,计算机科学与技术（创新实验班）,2,579,579,2019,本科一批,重庆,理科
1109,北方工业大学,建筑学,1,586,586,2019,本科一批,重庆,理科
1109,北方工业大学,会计学,2,568,569,2019,本科一批,重庆,理科
1109,北方工业大学,电子信息工程（国际化培养班）,1,606,606,2019,本科一批,重庆,理科
1109,北方工业大学,国际经济与贸易（国际化培养班）,2,573,576,2019,本科一批,重庆,理科
1109,北方工业大学,机械类,6,568,573,2019,本科一批,重庆,理科
1110,北呆化工大学,电子科学与技术,2,606,608,2019,本科一批,重庆,理科
1110,北呆化工大学,机械类（高端装备与智能制造）,4,606,609,2019,本科一批,重庆,理科
1110,北呆化工大学,制药工程,1,609,609,2019,本科一批,重庆,理科
1110,北呆化工大学,工科试验班（绿色化工与新能源类）,3,615,615,2019,本科一批,重庆,理科
1110,北呆化工大学,工科试验班（生工高精尖班）,1,613,613,2019,本科一批,重庆,理科
1110,北呆化工大学,环境工程,3,608,611,2019,本科一批,重庆,理科
1110,北呆化工大学,数学类,1,610,610,2019,本科一批,重庆,理科
1110,北呆化工大学,理科试验班（化学优培计划）,1,617,617,2019,本科一批,重庆,理科
1110,北呆化工大学,生物工程类,5,606,609,2019,本科一批,重庆,理科
1110,北呆化工大学,自动化类,2,609,611,2019,本科一批,重庆,理科
1110,北呆化工大学,管理科学与工程类,2,606,610,2019,本科一批,重庆,理科
1110,北呆化工大学,材料类（特种功能先进材料及全周期绿 色设计与制造）,4,608,619,2019,本科一批,重庆,理科
1110,北呆化工大学,计算机类,3,609,626,2019,本科一批,重庆,理科
1110,北呆化工大学,化学类,3,609,616,2019,本科一批,重庆,理科
1110,北呆化工大学,工科试验班（大数据技术）,1,613,613,2019,本科一批,重庆,理科
9715,北京化工大学,机械类（中外合作办学）（中美双学位、机 器人方向）,2,572,583,2019,本科一批,重庆,理科
9715,北京化工大学,机械类（中外合作办学）（中意设计双学 位）,2,563,565,2019,本科一批,重庆,理科
9715,北京化工大学,工科试验班（巴黎居里工程师学院）,2,574,578,2019,本科一批,重庆,理科
1112,北京邮电大学,理科试验班（数学与信息科学）,2,646,647,2019,本科一批,重庆,理科
1112,北京邮电大学,邮政工程（互联网与智慧物流）,2,647,647,2019,本科一批,重庆,理科
1112,北京邮电大学,管理科学与工程类,2,647,647,2019,本科一批,重庆,理科
1112,北京邮电大学,邮政管理（互联网与智慧物流）,2,646,647,2019,本科一批,重庆,理科
1112,北京邮电大学,信息安全,2,649,653,2019,本科一批,重庆,理科
1112,北京邮电大学,计算机类,11,654,663,2019,本科一批,重庆,理科
1112,北京邮电大学,自动化类（机器人与人工智能）,5,647,648,2019,本科一批,重庆,理科
1112,北京邮电大学,工商管理,2,646,646,2019,本科一批,重庆,理科
1112,北京邮电大学,通信工程（双一流实验班，大类招生）,16,648,661,2019,本科一批,重庆,理科
1112,北京邮电大学,理科试验班（信息与通信基础科学）,3,647,657,2019,本科一批,重庆,理科
1112,北京邮电大学,软件工程,3,649,651,2019,本科一批,重庆,理科
1112,北京邮电大学,电子信息类,6,647,652,2019,本科一批,重庆,理科
1113,北斥印刷学院,数字媒体技术,6,527,542,2019,本科一批,重庆,理科
1113,北斥印刷学院,印刷工程,6,524,551,2019,本科一批,重庆,理科
1113,北斥印刷学院,包装工程,6,525,544,2019,本科一批,重庆,理科
1113,北斥印刷学院,机械工程,6,524,530,2019,本科一批,重庆,理科
1116,中国农业大学,水利类,2,629,631,2019,本科一批,重庆,理科
1116,中国农业大学,理科试验班（信息科学）,1,639,639,2019,本科一批,重庆,理科
1116,中国农业大学,农学,2,639,660,2019,本科一批,重庆,理科
1116,中国农业大学,理科试验班类（生命科学）,2,647,657,2019,本科一批,重庆,理科
1116,中国农业大学,经济学类,3,638,641,2019,本科一批,重庆,理科
1116,中国农业大学,计算机类,2,635,637,2019,本科一批,重庆,理科
1116,中国农业大学,农业工程类,1,631,631,2019,本科一批,重庆,理科
1116,中国农业大学,动物科学,3,630,632,2019,本科一批,重庆,理科
1116,中国农业大学,生物科学类,2,634,636,2019,本科一批,重庆,理科
1116,中国农业大学,工商管理类,2,633,637,2019,本科一批,重庆,理科
1116,中国农业大学,农业建筑环境与能源工程,1,636,636,2019,本科一批,重庆,理科
1116,中国农业大学,数学与应用数学,1,634,634,2019,本科一批,重庆,理科
1116,中国农业大学,电气工程及其自动化,2,632,633,2019,本科一批,重庆,理科
1116,中国农业大学,化学类,3,629,631,2019,本科一批,重庆,理科
1116,中国农业大学,环境科学与工程类,3,640,645,2019,本科一批,重庆,理科
1116,中国农业大学,食品科学与工程类,5,633,643,2019,本科一批,重庆,理科
1116,中国农业大学,土木工程,1,631,631,2019,本科一批,重庆,理科
1116,中国农业大学,工程力学,1,632,632,2019,本科一批,重庆,理科
1116,中国农业大学,地理科学类,2,631,633,2019,本科一批,重庆,理科
1116,中国农业大学,工业设计,1,629,629,2019,本科一批,重庆,理科
1116,中国农业大学,机械设计制造及其自动化,2,636,636,2019,本科一批,重庆,理科
1116,中国农业大学,动物医学,2,633,633,2019,本科一批,重庆,理科
1116,中国农业大学,车辆工程,2,629,633,2019,本科一批,重庆,理科
1116,中国农业大学,电子信息类,1,637,637,2019,本科一批,重庆,理科
1116,中国农业大学,园林,1,633,633,2019,本科一批,重庆,理科
1116,中国农业大学,植物保护,2,632,33,2019,本科一批,重庆,理科
1116,中国农业大学,园艺,2,631,632,2019,本科一批,重庆,理科
9710,中国农业大学,经济学类（中外合作办学）,4,606,626,2019,本科一批,重庆,理科
1117,北京林业大学,水土保持与荒漠化防治,2,601,604,2019,本科一批,重庆,理科
1117,北京林业大学,生物科学类,2,604,606,2019,本科一批,重庆,理科
1117,北京林业大学,园林,4,621,628,2019,本科一批,重庆,理科
1117,北京林业大学,林学类,2,611,620,2019,本科一批,重庆,理科
1117,北京林业大学,林业工程类,4,602,608,2019,本科一批,重庆,理科
1117,北京林业大学,机械设计制造及其自动化,2,604,605,2019,本科一批,重庆,理科
1117,北京林业大学,国际经济与贸易,2,603,605,2019,本科一批,重庆,理科
1117,北京林业大学,城乡规划,2,609,615,2019,本科一批,重庆,理科
1117,北京林业大学,工商管理类,4,605,611,2019,本科一批,重庆,理科
1117,北京林业大学,金融学,2,612,612,2019,本科一批,重庆,理科
1117,北京林业大学,风景园林,2,631,632,2019,本科一批,重庆,理科
1117,北京林业大学,园艺（观赏园艺方向）,2,603,607,2019,本科一批,重庆,理科
1117,北京林业大学,数学与应用数学,2,610,611,2019,本科一批,重庆,理科
1117,北京林业大学,电子信息科学与技术,2,609,613,2019,本科一批,重庆,理科
1117,北京林业大学,环境工程,2,604,606,2019,本科一批,重庆,理科
1117,北京林业大学,食品科学与工程,2,602,605,2019,本科一批,重庆,理科
1117,北京林业大学,自然地理与资源环境,2,600,605,2019,本科一批,重庆,理科
1117,北京林业大学,土木工程,2,600,608,2019,本科一批,重庆,理科
1117,北京林业大学,自动化,2,603,605,2019,本科一批,重庆,理科
1117,北京林业大学,旅游管理,2,604,610,2019,本科一批,重庆,理科
1117,北京林业大学,计算机类,2,610,610,2019,本科一批,重庆,理科
1117,北京林业大学,野生动物与自然保护区管理（森林康养 方向）,2,616,625,2019,本科一批,重庆,理科
9706,北京林业大学,生物科学类（中外合作办学）,1,560,560,2019,本科一批,重庆,理科
9706,北京林业大学,林业工程类（中外合作办学）,3,563,580,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（卓越针推班）,2,620,628,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（卓越中医儿科班）,1,622,622,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（卓越中医班）,2,635,642,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（卓越中医京华班）,2,655,664,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（卓越中西医班）,2,628,636,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（卓越针推对外班）,3,618,632,2019,本科一批,重庆,理科
1118,北示中医药大学,护理学,6,599,614,2019,本科一批,重庆,理科
1118,北示中医药大学,公共事业管理（卫生事业）,1,609,609,2019,本科一批,重庆,理科
1118,北示中医药大学,中药学,3,606,611,2019,本科一批,重庆,理科
1118,北示中医药大学,中药制药,1,609,609,2019,本科一批,重庆,理科
1118,北示中医药大学,法学（医药卫生）,1,603,603,2019,本科一批,重庆,理科
1118,北示中医药大学,康复治疗学,1,611,611,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学,1,637,637,2019,本科一批,重庆,理科
1118,北示中医药大学,中医学（实验班）,1,620,620,2019,本科一批,重庆,理科
1118,北示中医药大学,药学,2,605,618,2019,本科一批,重庆,理科
1118,北示中医药大学,信息管理与信息系统,1,607,607,2019,本科一批,重庆,理科
1118,北示中医药大学,针灸推拿学,1,615,615,2019,本科一批,重庆,理科
1118,北示中医药大学,药事管理,1,603,603,2019,本科一批,重庆,理科
1118,北示中医药大学,中药学（卓越中药班）,1,629,629,2019,本科一批,重庆,理科
1118,北示中医药大学,英语（中医药国际传播）,1,614,614,2019,本科一批,重庆,理科
1120,首都师范大学,数学类,2,600,603,2019,本科一批,重庆,理科
1120,首都师范大学,数学类（数理实验班）,2,607,617,2019,本科一批,重庆,理科
1120,首都师范大学,计算机科学与技术,3,598,600,2019,本科一批,重庆,理科
1122,北京外国语大学,英语,1,666,666,2019,本科一批,重庆,理科
1122,北京外国语大学,西班牙语,1,658,658,2019,本科一批,重庆,理科
1122,北京外国语大学,德语,1,660,660,2019,本科一批,重庆,理科
1122,北京外国语大学,金融学,1,661,661,2019,本科一批,重庆,理科
1122,北京外国语大学,工商管理类,2,654,654,2019,本科一批,重庆,理科
1122,北京外国语大学,法学,2,654,655,2019,本科一批,重庆,理科
9718,北京外国语大学,经济与贸易类（中外合作办学）,2,639,639,2019,本科一批,重庆,理科
1123,北京第二外国语学院,商务英语,1,615,615,2019,本科一批,重庆,理科
1123,北京第二外国语学院,日语,1,607,607,2019,本科一批,重庆,理科
1123,北京第二外国语学院,阿拉伯语,1,629,629,2019,本科一批,重庆,理科
1123,北京第二外国语学院,德语,1,610,610,2019,本科一批,重庆,理科
1123,北京第二外国语学院,西班牙语,1,626,626,2019,本科一批,重庆,理科
1123,北京第二外国语学院,斯洛文尼亚语,1,600,600,2019,本科一批,重庆,理科
1123,北京第二外国语学院,朝鲜语（韩国语）,1,606,606,2019,本科一批,重庆,理科
1123,北京第二外国语学院,翻译,1,623,623,2019,本科一批,重庆,理科
1123,北京第二外国语学院,俄语,1,607,607,2019,本科一批,重庆,理科
1123,北京第二外国语学院,旅游管理,1,590,590,2019,本科一批,重庆,理科
1123,北京第二外国语学院,酒店管理,1,593,593,2019,本科一批,重庆,理科
1123,北京第二外国语学院,国际经济与贸易,1,597,597,2019,本科一批,重庆,理科
1123,北京第二外国语学院,金融学,2,599,600,2019,本科一批,重庆,理科
1123,北京第二外国语学院,财务管理,1,596,596,2019,本科一批,重庆,理科
1124,北京语言大学,计算机类,6,589,623,2019,本科一批,重庆,理科
1124,北京语言大学,英语,1,602,602,2019,本科一批,重庆,理科
1124,北京语言大学,汉语国际教育,2,598,599,2019,本科一批,重庆,理科
1124,北京语言大学,国际政治,1,603,603,2019,本科一批,重庆,理科
1124,北京语言大学,新闻学（国际新闻传播）,1,605,605,2019,本科一批,重庆,理科
1124,北京语言大学,金融学,2,595,598,2019,本科一批,重庆,理科
1125,中国传媒大学,传播学（媒体市场调查与分析方向）,2,642,643,2019,本科一批,重庆,理科
1125,中国传媒大学,经济学类,2,634,635,2019,本科一批,重庆,理科
1125,中国传媒大学,通信工程,2,633,635,2019,本科一批,重庆,理科
1125,中国传媒大学,广播电视工程,3,631,632,2019,本科一批,重庆,理科
1125,中国传媒大学,数字媒体技术,2,639,641,2019,本科一批,重庆,理科
1125,中国传媒大学,数据科学与大数据技术,2,637,638,2019,本科一批,重庆,理科
1126,中央财经大学,管理科学与工程类,5,655,659,2019,本科一批,重庆,理科
1126,中央财经大学,工商管理类（商学院）,4,658,660,2019,本科一批,重庆,理科
1126,中央财经大学,金融学类,6,667,672,2019,本科一批,重庆,理科
1126,中央财经大学,计算机类,3,657,659,2019,本科一批,重庆,理科
1126,中央财经大学,统计学类,3,660,663,2019,本科一批,重庆,理科
1126,中央财经大学,工商管理类（会计学院）,3,664,666,2019,本科一批,重庆,理科
1126,中央财经大学,财政学类,6,660,665,2019,本科一批,重庆,理科
1126,中央财经大学,财政学（财政理论与政策）,3,658,663,2019,本科一批,重庆,理科
9705,中央财经大学,经济与贸易类（中外合作办学）,8,647,655,2019,本科一批,重庆,理科
1127,对外经济贸易大学,国际经济与贸易（国际组织人才基地班）,2,662,670,2019,本科一批,重庆,理科
1127,对外经济贸易大学,工商管理类,4,659,660,2019,本科一批,重庆,理科
1127,对外经济贸易大学,金融学类［金融学（国际金融与市场）、经 济与金融］,3,661,667,2019,本科一批,重庆,理科
1127,对外经济贸易大学,金融学类（金融学、金融工程、投资学）,7,661,670,2019,本科一批,重庆,理科
1127,对外经济贸易大学,法学类,1,656,656,2019,本科一批,重庆,理科
1127,对外经济贸易大学,精算学,3,657,659,2019,本科一批,重庆,理科
1127,对外经济贸易大学,电子商务类,3,656,658,2019,本科一批,重庆,理科
1127,对外经济贸易大学,数据科学与大数据技术,1,660,660,2019,本科一批,重庆,理科
1127,对外经济贸易大学,金融数学,1,657,657,2019,本科一批,重庆,理科
1128,北京物资学院,经济学,2,553,555,2019,本科一批,重庆,理科
1128,北京物资学院,金融学,1,565,565,2019,本科一批,重庆,理科
1128,北京物资学院,金融学（期货与证券）,2,558,559,2019,本科一批,重庆,理科
1128,北京物资学院,物流管理,2,554,560,2019,本科一批,重庆,理科
1128,北京物资学院,会计学（注册会计师）,1,607,607,2019,本科一批,重庆,理科
1128,北京物资学院,会计学（管理会计）,2,554,569,2019,本科一批,重庆,理科
1128,北京物资学院,财务管理,1,558,558,2019,本科一批,重庆,理科
1128,北京物资学院,人力资源管理,2,556,559,2019,本科一批,重庆,理科
1132,北京体育大学,运动康复,2,574,576,2019,本科一批,重庆,理科
1132,北京体育大学,经济学（体育产业方向）,1,572,572,2019,本科一批,重庆,理科
1132,北京体育大学,教育学（体育方向）,1,573,573,2019,本科一批,重庆,理科
1132,北京体育大学,应用心理学（运动心理）,2,573,578,2019,本科一批,重庆,理科
1132,北京体育大学,新闻学（体育新闻）,1,587,587,2019,本科一批,重庆,理科
1132,北京体育大学,运动人体科学,2,567,569,2019,本科一批,重庆,理科
1132,北京体育大学,公共事业管理（体育管理）,1,586,586,2019,本科一批,重庆,理科
1132,北京体育大学,旅游管理（体育旅游项目规划与设计方向）,1,544,544,2019,本科一批,重庆,理科
1132,北京体育大学,德语（国际体育方向）,1,577,577,2019,本科一批,重庆,理科
1140,中央民族大学,生物科学类,2,609,609,2019,本科一批,重庆,理科
1140,中央民族大学,计算机类,5,612,615,2019,本科一批,重庆,理科
1140,中央民族大学,统计学类,2,612,616,2019,本科一批,重庆,理科
1140,中央民族大学,经济学类,4,617,626,2019,本科一批,重庆,理科
1140,中央民族大学,法学类,3,610,617,2019,本科一批,重庆,理科
1140,中央民族大学,工商管理类,4,611,616,2019,本科一批,重庆,理科
1140,中央民族大学,外国语言文学类,2,610,614,2019,本科一批,重庆,理科
1140,中央民族大学,信息与计算科学,2,610,610,2019,本科一批,重庆,理科
1140,中央民族大学,光电信息科学与工程,2,610,610,2019,本科一批,重庆,理科
1140,中央民族大学,环境科学与工程类,3,609,609,2019,本科一批,重庆,理科
1140,中央民族大学,电子信息类,2,611,623,2019,本科一批,重庆,理科
1141,中国政法大学,法学,7,648,657,2019,本科一批,重庆,理科
1141,中国政法大学,法学（法学人才培养模式改革实验班）,3,656,666,2019,本科一批,重庆,理科
1141,中国政法大学,英语（法律英语方向）,1,645,645,2019,本科一批,重庆,理科
1141,中国政法大学,工商管理,3,644,645,2019,本科一批,重庆,理科
1141,中国政法大学,国际商务,1,644,644,2019,本科一批,重庆,理科
1141,中国政法大学,经济学,2,644,648,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,机械类,2,611,619,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,核工程类,2,612,614,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,能源动力类（能动）,7,611,623,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,自动化类,4,609,617,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,计算机类,4,610,611,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,管理科学与工程类,4,609,614,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,环境科学与工程类,1,609,609,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,电气类,6,624,645,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,数学类,2,609,609,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,水利类,2,609,609,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,材料类,1,609,609,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,能源动力类（新能源）,3,618,622,2019,本科一批,重庆,理科
1142,华北电力大学（北京）,电子信息类,4,609,610,2019,本科一批,重庆,理科
1143,北京信息科技大学,机械设计制造及其自动化,3,563,573,2019,本科一批,重庆,理科
1143,北京信息科技大学,信息管理与信息系统,5,561,565,2019,本科一批,重庆,理科
1143,北京信息科技大学,计算机类,7,565,590,2019,本科一批,重庆,理科
1143,北京信息科技大学,测控技术与仪器,4,561,562,2019,本科一批,重庆,理科
1143,北京信息科技大学,自动化,3,562,564,2019,本科一批,重庆,理科
1143,北京信息科技大学,通信工程,4,563,585,2019,本科一批,重庆,理科
1143,北京信息科技大学,电子信息工程,2,570,578,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,土木工程,5,593,600,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,机械工程,3,594,596,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,会计学,2,592,595,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,市场营销,3,589,592,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,化学工程与工艺,3,593,594,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,安全工程,2,599,600,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,地质类,3,589,593,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,矿物加工工程,3,592,596,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,地球物理学,2,589,592,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,遥感科学与技术,2,593,594,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,环境科学与工程类,3,590,593,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,应用化学,2,593,597,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,计算机科学与技术,2,604,606,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,电气工程及其自动化,2,601,602,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,信息工程,2,601,603,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,工程力学,3,593,603,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,建筑学,1,595,595,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,城市地下空间工程,2,591,593,2019,本科一批,重庆,理科
1145,中国矿业大学（北京）,数学类,3,593,596,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,海洋油气工程,1,604,604,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,化工与制药类,4,592,596,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,安全工程,2,591,592,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,机械类,4,593,604,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,工商管理类,2,595,595,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,环境工程,2,592,596,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,环境科学,2,590,592,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,材料科学与工程,2,592,600,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,自动化类,2,598,601,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,经济学类,1,601,601,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,过程装备与控制工程,1,590,590,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,应用化学,2,593,601,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,勘查技术与工程,3,590,608,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,油气储运工程,2,594,605,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,石油工程,3,602,608,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,资源勘查工程,3,590,594,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,计算机科学与技术,2,602,605,2019,本科一批,重庆,理科
1146,中国石油大学（北京）,数学与应用数学,2,593,598,2019,本科一批,重庆,理科
